JunctionName,Date,timeOfDay,travel_Direction_in,travel_Direction_out,Weather_Conditions,JunctionSpeedLimit,VehicleSpeed,VehicleType,elctricHybrid
Elm Avenue/Rabbit Road,21/06/2024,11:31:10,N,E,Overcast,30,15,Car,False
Elm Avenue/Rabbit Road,21/06/2024,11:59:52,W,S,Overcast,30,1,Van,True
Elm Avenue/Rabbit Road,21/06/2024,11:42:34,W,W,Overcast,30,13,Van,False
Elm Avenue/Rabbit Road,21/06/2024,11:52:25,N,E,Overcast,30,24,Scooter,True
Elm Avenue/Rabbit Road,21/06/2024,11:55:34,N,N,Overcast,30,30,Truck,False
Elm Avenue/Rabbit Road,21/06/2024,11:30:47,E,S,Overcast,30,34,Van,False
Elm Avenue/Rabbit Road,21/06/2024,11:46:00,N,W,Overcast,30,11,Bicycle,False
Elm Avenue/Rabbit Road,21/06/2024,11:02:31,W,W,Overcast,30,32,Car,False
Elm Avenue/Rabbit Road,21/06/2024,11:10:18,N,N,Overcast,30,18,Car,True
Elm Avenue/Rabbit Road,21/06/2024,11:59:34,W,N,Overcast,30,19,Van,False
Elm Avenue/Rabbit Road,21/06/2024,11:07:47,N,N,Overcast,30,2,Car,False
Elm Avenue/Rabbit Road,21/06/2024,11:43:03,S,W,Overcast,30,17,Truck,False
Elm Avenue/Rabbit Road,21/06/2024,11:58:11,S,W,Overcast,30,1,Car,False
Elm Avenue/Rabbit Road,21/06/2024,11:09:26,E,E,Overcast,30,25,Buss,False
Elm Avenue/Rabbit Road,21/06/2024,11:58:22,N,N,Overcast,30,16,Motorcycle,False
Hanley Highway/Westway,21/06/2024,11:50:55,SW,SE,Overcast,20,16,Truck,False
Hanley Highway/Westway,21/06/2024,11:26:00,SW,SE,Overcast,20,16,Car,False
Hanley Highway/Westway,21/06/2024,11:39:23,SW,SE,Overcast,20,16,Car,False
Hanley Highway/Westway,21/06/2024,11:24:24,SE,NE,Overcast,20,13,Car,True
Hanley Highway/Westway,21/06/2024,11:45:09,SW,SE,Overcast,20,6,Car,True
Hanley Highway/Westway,21/06/2024,11:24:34,NW,SE,Overcast,20,21,Car,False
Hanley Highway/Westway,21/06/2024,11:55:07,SW,SE,Overcast,20,4,Van,False
Hanley Highway/Westway,21/06/2024,11:04:11,NW,SW,Overcast,20,22,Car,True
Hanley Highway/Westway,21/06/2024,11:39:43,NW,SW,Overcast,20,6,Motorcycle,False
Hanley Highway/Westway,21/06/2024,11:34:28,NW,NW,Overcast,20,7,Car,True
Hanley Highway/Westway,21/06/2024,11:38:35,SW,NW,Overcast,20,27,Van,False
Hanley Highway/Westway,21/06/2024,11:43:24,NE,NW,Overcast,20,9,Bicycle,False
Hanley Highway/Westway,21/06/2024,11:24:41,SW,SW,Overcast,20,10,Van,False
Hanley Highway/Westway,21/06/2024,11:29:08,SE,SW,Overcast,20,21,Bicycle,True
Hanley Highway/Westway,21/06/2024,11:39:12,SW,NW,Overcast,20,25,Car,False
Hanley Highway/Westway,21/06/2024,11:06:10,SW,SE,Overcast,20,22,Bicycle,True
Hanley Highway/Westway,21/06/2024,11:18:23,SW,NW,Overcast,20,2,Buss,True
Hanley Highway/Westway,21/06/2024,11:27:12,NW,SW,Overcast,20,17,Van,False
Hanley Highway/Westway,21/06/2024,11:52:48,SW,SW,Overcast,20,22,Motorcycle,False
Hanley Highway/Westway,21/06/2024,11:51:40,SE,SE,Overcast,20,21,Bicycle,False
Hanley Highway/Westway,21/06/2024,11:19:16,SW,SE,Overcast,20,14,Van,True
Elm Avenue/Rabbit Road,21/06/2024,12:01:15,N,N,Overcast,30,28,Bicycle,False
Elm Avenue/Rabbit Road,21/06/2024,12:38:11,S,E,Overcast,30,14,Bicycle,True
Elm Avenue/Rabbit Road,21/06/2024,12:37:18,E,N,Overcast,30,4,Motorcycle,False
Elm Avenue/Rabbit Road,21/06/2024,12:20:17,N,E,Overcast,30,13,Van,True
Elm Avenue/Rabbit Road,21/06/2024,12:14:48,E,N,Overcast,30,25,Bicycle,False
Elm Avenue/Rabbit Road,21/06/2024,12:09:05,S,S,Overcast,30,33,Motorcycle,False
Elm Avenue/Rabbit Road,21/06/2024,12:28:01,E,N,Overcast,30,31,Car,False
Elm Avenue/Rabbit Road,21/06/2024,12:19:08,W,W,Overcast,30,9,Bicycle,True
Elm Avenue/Rabbit Road,21/06/2024,12:40:23,W,N,Overcast,30,2,Buss,False
Elm Avenue/Rabbit Road,21/06/2024,12:44:49,W,S,Overcast,30,25,Car,False
Elm Avenue/Rabbit Road,21/06/2024,12:21:04,S,E,Overcast,30,1,Car,False
Elm Avenue/Rabbit Road,21/06/2024,12:48:56,W,N,Overcast,30,32,Motorcycle,False
Elm Avenue/Rabbit Road,21/06/2024,12:30:52,W,W,Overcast,30,23,Buss,False
Elm Avenue/Rabbit Road,21/06/2024,12:28:43,N,N,Overcast,30,17,Van,True
Elm Avenue/Rabbit Road,21/06/2024,12:38:20,N,W,Overcast,30,14,Motorcycle,True
Elm Avenue/Rabbit Road,21/06/2024,12:43:24,E,N,Overcast,30,1,Scooter,True
Elm Avenue/Rabbit Road,21/06/2024,12:58:28,E,N,Overcast,30,23,Car,True
Elm Avenue/Rabbit Road,21/06/2024,12:33:43,S,S,Overcast,30,31,Motorcycle,False
Elm Avenue/Rabbit Road,21/06/2024,12:42:06,N,W,Overcast,30,1,Motorcycle,False
Elm Avenue/Rabbit Road,21/06/2024,12:15:35,E,E,Overcast,30,26,Bicycle,False
Elm Avenue/Rabbit Road,21/06/2024,12:04:27,N,E,Overcast,30,29,Motorcycle,False
Elm Avenue/Rabbit Road,21/06/2024,12:24:49,E,N,Overcast,30,32,Motorcycle,False
Elm Avenue/Rabbit Road,21/06/2024,12:17:11,N,N,Overcast,30,5,Motorcycle,False
Elm Avenue/Rabbit Road,21/06/2024,12:16:01,W,W,Overcast,30,28,Car,False
Elm Avenue/Rabbit Road,21/06/2024,12:36:49,N,E,Overcast,30,16,Car,False
Elm Avenue/Rabbit Road,21/06/2024,12:15:30,E,S,Overcast,30,29,Car,False
Elm Avenue/Rabbit Road,21/06/2024,12:59:43,S,W,Overcast,30,2,Buss,False
Hanley Highway/Westway,21/06/2024,12:27:42,SW,SW,Overcast,20,15,Car,True
Hanley Highway/Westway,21/06/2024,12:21:26,SW,SE,Overcast,20,27,Scooter,True
Hanley Highway/Westway,21/06/2024,12:50:27,SW,NW,Overcast,20,6,Van,False
Hanley Highway/Westway,21/06/2024,12:33:51,SW,SE,Overcast,20,23,Motorcycle,False
Hanley Highway/Westway,21/06/2024,12:12:31,SW,SW,Overcast,20,4,Van,False
Hanley Highway/Westway,21/06/2024,12:15:42,SE,SE,Overcast,20,12,Car,False
Hanley Highway/Westway,21/06/2024,12:02:39,SW,NW,Overcast,20,21,Van,True
Hanley Highway/Westway,21/06/2024,12:06:00,NW,SW,Overcast,20,16,Van,False
Hanley Highway/Westway,21/06/2024,12:46:54,NE,SE,Overcast,20,20,Bicycle,False
Hanley Highway/Westway,21/06/2024,12:13:34,NW,NW,Overcast,20,1,Truck,False
Hanley Highway/Westway,21/06/2024,12:49:59,SW,SW,Overcast,20,16,Bicycle,False
Hanley Highway/Westway,21/06/2024,12:13:05,SW,SE,Overcast,20,16,Buss,False
Hanley Highway/Westway,21/06/2024,12:24:22,SW,SW,Overcast,20,19,Truck,False
Hanley Highway/Westway,21/06/2024,12:39:02,SE,SE,Overcast,20,2,Truck,False
Hanley Highway/Westway,21/06/2024,12:38:30,SW,NW,Overcast,20,1,Van,False
Hanley Highway/Westway,21/06/2024,12:18:46,NW,NW,Overcast,20,21,Truck,False
Hanley Highway/Westway,21/06/2024,12:32:29,NE,SE,Overcast,20,26,Car,False
Hanley Highway/Westway,21/06/2024,12:48:44,SW,SW,Overcast,20,26,Scooter,True
Hanley Highway/Westway,21/06/2024,12:25:38,SE,NE,Overcast,20,15,Truck,False
Hanley Highway/Westway,21/06/2024,12:54:15,SW,SW,Overcast,20,20,Buss,False
Hanley Highway/Westway,21/06/2024,12:44:01,SW,SE,Overcast,20,5,Motorcycle,False
Hanley Highway/Westway,21/06/2024,12:20:24,SW,SE,Overcast,20,27,Van,False
Hanley Highway/Westway,21/06/2024,12:41:18,SW,NW,Overcast,20,3,Buss,False
Hanley Highway/Westway,21/06/2024,12:21:34,SW,SW,Overcast,20,6,Buss,False
Hanley Highway/Westway,21/06/2024,12:13:34,NE,NW,Overcast,20,7,Van,False
Hanley Highway/Westway,21/06/2024,12:17:36,SW,SE,Overcast,20,22,Truck,False
Hanley Highway/Westway,21/06/2024,12:43:24,SW,SE,Overcast,20,23,Bicycle,True
Hanley Highway/Westway,21/06/2024,12:12:50,SW,SE,Overcast,20,6,Bicycle,True
Hanley Highway/Westway,21/06/2024,12:16:43,NW,NW,Overcast,20,15,Car,False
Hanley Highway/Westway,21/06/2024,12:54:37,SW,SW,Overcast,20,7,Buss,False
Elm Avenue/Rabbit Road,21/06/2024,13:55:37,W,W,Clear,30,8,Scooter,True
Elm Avenue/Rabbit Road,21/06/2024,13:02:25,E,S,Clear,30,18,Buss,False
Elm Avenue/Rabbit Road,21/06/2024,13:39:53,N,N,Clear,30,18,Motorcycle,False
Elm Avenue/Rabbit Road,21/06/2024,13:33:56,S,S,Clear,30,8,Truck,False
Elm Avenue/Rabbit Road,21/06/2024,13:55:56,E,N,Clear,30,1,Car,False
Elm Avenue/Rabbit Road,21/06/2024,13:02:25,S,S,Clear,30,11,Buss,False
Elm Avenue/Rabbit Road,21/06/2024,13:48:59,W,W,Clear,30,11,Scooter,True
Elm Avenue/Rabbit Road,21/06/2024,13:47:05,W,N,Clear,30,8,Buss,False
Elm Avenue/Rabbit Road,21/06/2024,13:01:57,N,N,Clear,30,16,Bicycle,True
Elm Avenue/Rabbit Road,21/06/2024,13:15:38,S,W,Clear,30,17,Buss,False
Elm Avenue/Rabbit Road,21/06/2024,13:39:15,E,N,Clear,30,16,Car,False
Elm Avenue/Rabbit Road,21/06/2024,13:48:16,W,N,Clear,30,33,Bicycle,True
Elm Avenue/Rabbit Road,21/06/2024,13:12:32,N,W,Clear,30,29,Bicycle,True
Elm Avenue/Rabbit Road,21/06/2024,13:04:28,W,W,Clear,30,10,Van,False
Elm Avenue/Rabbit Road,21/06/2024,13:35:30,N,E,Clear,30,4,Van,False
Elm Avenue/Rabbit Road,21/06/2024,13:16:16,W,S,Clear,30,5,Car,False
Elm Avenue/Rabbit Road,21/06/2024,13:10:47,S,S,Clear,30,34,Scooter,True
Elm Avenue/Rabbit Road,21/06/2024,13:44:42,S,S,Clear,30,11,Motorcycle,False
Elm Avenue/Rabbit Road,21/06/2024,13:49:23,E,S,Clear,30,3,Van,True
Elm Avenue/Rabbit Road,21/06/2024,13:13:49,W,N,Clear,30,3,Motorcycle,False
Elm Avenue/Rabbit Road,21/06/2024,13:11:55,E,S,Clear,30,33,Truck,False
Elm Avenue/Rabbit Road,21/06/2024,13:29:16,N,E,Clear,30,21,Car,False
Elm Avenue/Rabbit Road,21/06/2024,13:24:10,S,W,Clear,30,5,Car,False
Elm Avenue/Rabbit Road,21/06/2024,13:41:39,N,N,Clear,30,34,Van,True
Elm Avenue/Rabbit Road,21/06/2024,13:12:46,E,N,Clear,30,23,Car,True
Elm Avenue/Rabbit Road,21/06/2024,13:53:12,E,S,Clear,30,20,Van,False
Elm Avenue/Rabbit Road,21/06/2024,13:06:02,S,W,Clear,30,17,Motorcycle,False
Elm Avenue/Rabbit Road,21/06/2024,13:00:37,S,S,Clear,30,15,Car,False
Elm Avenue/Rabbit Road,21/06/2024,13:34:17,W,N,Clear,30,7,Car,True
Elm Avenue/Rabbit Road,21/06/2024,13:52:23,S,W,Clear,30,20,Bicycle,True
Elm Avenue/Rabbit Road,21/06/2024,13:01:14,S,S,Clear,30,12,Motorcycle,False
Elm Avenue/Rabbit Road,21/06/2024,13:38:40,W,W,Clear,30,25,Car,True
Elm Avenue/Rabbit Road,21/06/2024,13:08:42,S,S,Clear,30,21,Scooter,True
Hanley Highway/Westway,21/06/2024,13:59:42,SW,SW,Clear,20,22,Buss,False
Hanley Highway/Westway,21/06/2024,13:24:43,SW,SE,Clear,20,7,Car,False
Hanley Highway/Westway,21/06/2024,13:58:15,NW,SE,Clear,20,12,Scooter,True
Hanley Highway/Westway,21/06/2024,13:58:14,SW,NW,Clear,20,3,Van,False
Hanley Highway/Westway,21/06/2024,13:57:19,SW,SW,Clear,20,18,Motorcycle,True
Hanley Highway/Westway,21/06/2024,13:18:44,SW,NW,Clear,20,20,Truck,False
Hanley Highway/Westway,21/06/2024,13:53:13,SW,SW,Clear,20,23,Bicycle,True
Hanley Highway/Westway,21/06/2024,13:19:59,SW,SE,Clear,20,4,Car,False
Hanley Highway/Westway,21/06/2024,13:13:01,NE,NE,Clear,20,14,Motorcycle,False
Hanley Highway/Westway,21/06/2024,13:11:47,SW,SW,Clear,20,1,Van,True
Hanley Highway/Westway,21/06/2024,13:13:36,SW,SW,Clear,20,20,Bicycle,True
Hanley Highway/Westway,21/06/2024,13:47:18,SW,NW,Clear,20,19,Bicycle,False
Hanley Highway/Westway,21/06/2024,13:48:49,SW,SW,Clear,20,5,Van,True
Hanley Highway/Westway,21/06/2024,13:06:04,SW,SE,Clear,20,5,Van,False
Hanley Highway/Westway,21/06/2024,13:21:50,NW,SE,Clear,20,1,Bicycle,True
Hanley Highway/Westway,21/06/2024,13:37:17,SW,SE,Clear,20,10,Scooter,True
Hanley Highway/Westway,21/06/2024,13:14:26,NW,SW,Clear,20,12,Van,False
Hanley Highway/Westway,21/06/2024,13:56:16,SE,SE,Clear,20,19,Van,False
Hanley Highway/Westway,21/06/2024,13:52:02,SW,NW,Clear,20,9,Buss,False
Hanley Highway/Westway,21/06/2024,13:30:12,NW,NW,Clear,20,16,Van,False
Hanley Highway/Westway,21/06/2024,13:47:54,SW,SE,Clear,20,18,Buss,False
Hanley Highway/Westway,21/06/2024,13:26:39,SW,SW,Clear,20,21,Car,True
Hanley Highway/Westway,21/06/2024,13:29:29,SW,SW,Clear,20,22,Motorcycle,False
Hanley Highway/Westway,21/06/2024,13:59:36,SE,NE,Clear,20,8,Car,False
Hanley Highway/Westway,21/06/2024,13:43:17,NW,SW,Clear,20,11,Van,False
Hanley Highway/Westway,21/06/2024,13:29:23,SW,SE,Clear,20,27,Motorcycle,False
Hanley Highway/Westway,21/06/2024,13:15:11,NW,SW,Clear,20,17,Buss,True
Hanley Highway/Westway,21/06/2024,13:05:51,SW,SW,Clear,20,19,Car,True
Hanley Highway/Westway,21/06/2024,13:03:40,NE,SE,Clear,20,15,Van,False
Hanley Highway/Westway,21/06/2024,13:42:39,SW,SE,Clear,20,8,Van,True
Hanley Highway/Westway,21/06/2024,13:23:43,SW,SW,Clear,20,7,Car,False
Elm Avenue/Rabbit Road,21/06/2024,14:21:07,S,S,Clear,30,32,Buss,False
Elm Avenue/Rabbit Road,21/06/2024,14:10:29,S,W,Clear,30,22,Car,False
Elm Avenue/Rabbit Road,21/06/2024,14:30:19,W,N,Clear,30,20,Scooter,True
Elm Avenue/Rabbit Road,21/06/2024,14:13:14,S,S,Clear,30,24,Truck,False
Elm Avenue/Rabbit Road,21/06/2024,14:17:55,S,W,Clear,30,32,Van,True
Elm Avenue/Rabbit Road,21/06/2024,14:59:20,E,S,Clear,30,32,Scooter,True
Elm Avenue/Rabbit Road,21/06/2024,14:59:53,E,S,Clear,30,2,Bicycle,False
Elm Avenue/Rabbit Road,21/06/2024,14:44:17,N,E,Clear,30,7,Car,False
Elm Avenue/Rabbit Road,21/06/2024,14:19:38,W,W,Clear,30,1,Truck,False
Elm Avenue/Rabbit Road,21/06/2024,14:10:02,N,E,Clear,30,31,Bicycle,True
Elm Avenue/Rabbit Road,21/06/2024,14:34:59,W,S,Clear,30,7,Car,False
Elm Avenue/Rabbit Road,21/06/2024,14:38:06,S,E,Clear,30,22,Van,True
Elm Avenue/Rabbit Road,21/06/2024,14:17:15,W,S,Clear,30,26,Van,False
Elm Avenue/Rabbit Road,21/06/2024,14:15:21,N,W,Clear,30,32,Buss,False
Elm Avenue/Rabbit Road,21/06/2024,14:17:37,E,E,Clear,30,15,Motorcycle,False
Elm Avenue/Rabbit Road,21/06/2024,14:42:21,S,W,Clear,30,1,Car,True
Elm Avenue/Rabbit Road,21/06/2024,14:52:15,S,W,Clear,30,8,Van,True
Elm Avenue/Rabbit Road,21/06/2024,14:39:59,N,E,Clear,30,15,Car,False
Elm Avenue/Rabbit Road,21/06/2024,14:51:33,N,E,Clear,30,6,Bicycle,True
Elm Avenue/Rabbit Road,21/06/2024,14:53:39,E,S,Clear,30,20,Car,True
Elm Avenue/Rabbit Road,21/06/2024,14:06:39,W,S,Clear,30,17,Motorcycle,False
Elm Avenue/Rabbit Road,21/06/2024,14:01:49,S,W,Clear,30,34,Bicycle,True
Elm Avenue/Rabbit Road,21/06/2024,14:43:52,E,N,Clear,30,14,Bicycle,False
Elm Avenue/Rabbit Road,21/06/2024,14:36:02,W,S,Clear,30,8,Car,False
Elm Avenue/Rabbit Road,21/06/2024,14:05:42,W,W,Clear,30,17,Van,False
Hanley Highway/Westway,21/06/2024,14:09:47,NW,NW,Clear,20,12,Truck,False
Hanley Highway/Westway,21/06/2024,14:55:17,NW,SE,Clear,20,1,Bicycle,True
Hanley Highway/Westway,21/06/2024,14:05:37,NE,SE,Clear,20,23,Car,True
Hanley Highway/Westway,21/06/2024,14:18:32,SW,SW,Clear,20,17,Car,True
Hanley Highway/Westway,21/06/2024,14:50:42,SE,SE,Clear,20,5,Van,True
Hanley Highway/Westway,21/06/2024,14:03:34,SW,SE,Clear,20,6,Van,False
Hanley Highway/Westway,21/06/2024,14:29:35,SW,NW,Clear,20,26,Van,False
Hanley Highway/Westway,21/06/2024,14:23:18,SW,SW,Clear,20,6,Truck,False
Hanley Highway/Westway,21/06/2024,14:26:01,SW,SW,Clear,20,3,Scooter,True
Hanley Highway/Westway,21/06/2024,14:19:30,SW,SE,Clear,20,8,Car,True
Hanley Highway/Westway,21/06/2024,14:21:46,SW,SW,Clear,20,18,Truck,False
Hanley Highway/Westway,21/06/2024,14:17:44,NW,NW,Clear,20,11,Buss,False
Hanley Highway/Westway,21/06/2024,14:22:06,NW,NW,Clear,20,27,Van,False
Hanley Highway/Westway,21/06/2024,14:22:57,NE,NW,Clear,20,12,Car,True
Hanley Highway/Westway,21/06/2024,14:53:50,NW,NW,Clear,20,22,Car,True
Hanley Highway/Westway,21/06/2024,14:14:50,NW,SW,Clear,20,11,Motorcycle,False
Hanley Highway/Westway,21/06/2024,14:03:29,SW,SE,Clear,20,10,Motorcycle,True
Hanley Highway/Westway,21/06/2024,14:33:27,SE,SE,Clear,20,13,Car,False
Hanley Highway/Westway,21/06/2024,14:04:29,NW,NW,Clear,20,8,Truck,False
Hanley Highway/Westway,21/06/2024,14:10:07,SE,SW,Clear,20,13,Motorcycle,False
Hanley Highway/Westway,21/06/2024,14:17:28,SE,SE,Clear,20,8,Truck,False
Hanley Highway/Westway,21/06/2024,14:11:30,NE,NW,Clear,20,5,Bicycle,True
Hanley Highway/Westway,21/06/2024,14:59:20,SW,SE,Clear,20,23,Motorcycle,False
Hanley Highway/Westway,21/06/2024,14:29:52,NW,SW,Clear,20,13,Bicycle,True
Hanley Highway/Westway,21/06/2024,14:30:05,NE,SE,Clear,20,12,Motorcycle,False
Hanley Highway/Westway,21/06/2024,14:26:35,SW,NW,Clear,20,19,Car,False
Elm Avenue/Rabbit Road,21/06/2024,15:17:08,S,W,Bright,30,5,Motorcycle,False
Elm Avenue/Rabbit Road,21/06/2024,15:30:32,N,E,Bright,30,28,Bicycle,True
Elm Avenue/Rabbit Road,21/06/2024,15:25:41,N,E,Bright,30,11,Scooter,True
Elm Avenue/Rabbit Road,21/06/2024,15:21:47,E,E,Bright,30,6,Van,True
Elm Avenue/Rabbit Road,21/06/2024,15:27:41,N,N,Bright,30,14,Car,False
Elm Avenue/Rabbit Road,21/06/2024,15:53:29,S,W,Bright,30,28,Buss,False
Elm Avenue/Rabbit Road,21/06/2024,15:46:03,S,W,Bright,30,12,Bicycle,True
Elm Avenue/Rabbit Road,21/06/2024,15:45:46,S,W,Bright,30,5,Scooter,True
Elm Avenue/Rabbit Road,21/06/2024,15:28:51,W,S,Bright,30,3,Van,False
Elm Avenue/Rabbit Road,21/06/2024,15:35:49,E,E,Bright,30,2,Truck,False
Elm Avenue/Rabbit Road,21/06/2024,15:41:33,N,E,Bright,30,12,Truck,False
Hanley Highway/Westway,21/06/2024,15:30:17,NE,NE,Bright,20,23,Truck,False
Hanley Highway/Westway,21/06/2024,15:10:22,NE,SE,Bright,20,13,Motorcycle,False
Hanley Highway/Westway,21/06/2024,15:29:38,SW,SE,Bright,20,7,Truck,False
Hanley Highway/Westway,21/06/2024,15:12:45,NE,NE,Bright,20,20,Car,False
Hanley Highway/Westway,21/06/2024,15:52:17,SE,SW,Bright,20,10,Bicycle,False
Hanley Highway/Westway,21/06/2024,15:48:36,SW,SW,Bright,20,23,Motorcycle,False
Hanley Highway/Westway,21/06/2024,15:07:45,SW,NW,Bright,20,19,Truck,False
Hanley Highway/Westway,21/06/2024,15:09:18,NW,NW,Bright,20,8,Bicycle,True
Hanley Highway/Westway,21/06/2024,15:06:02,SW,SE,Bright,20,11,Truck,False
Hanley Highway/Westway,21/06/2024,15:07:25,SW,SE,Bright,20,22,Bicycle,False
Hanley Highway/Westway,21/06/2024,15:25:50,SE,SE,Bright,20,21,Car,False
Elm Avenue/Rabbit Road,21/06/2024,16:28:24,E,E,Bright,30,25,Bicycle,True
Elm Avenue/Rabbit Road,21/06/2024,16:31:38,E,N,Bright,30,5,Van,True
Elm Avenue/Rabbit Road,21/06/2024,16:19:01,W,W,Bright,30,30,Truck,False
Elm Avenue/Rabbit Road,21/06/2024,16:35:05,N,W,Bright,30,20,Car,True
Elm Avenue/Rabbit Road,21/06/2024,16:11:15,S,W,Bright,30,20,Scooter,True
Elm Avenue/Rabbit Road,21/06/2024,16:40:09,W,N,Bright,30,33,Buss,False
Elm Avenue/Rabbit Road,21/06/2024,16:59:36,S,S,Bright,30,27,Bicycle,True
Elm Avenue/Rabbit Road,21/06/2024,16:53:34,E,E,Bright,30,11,Bicycle,False
Elm Avenue/Rabbit Road,21/06/2024,16:38:17,E,N,Bright,30,28,Car,False
Elm Avenue/Rabbit Road,21/06/2024,16:09:15,N,E,Bright,30,29,Van,True
Elm Avenue/Rabbit Road,21/06/2024,16:20:33,S,E,Bright,30,6,Car,False
Elm Avenue/Rabbit Road,21/06/2024,16:42:49,S,E,Bright,30,3,Scooter,True
Elm Avenue/Rabbit Road,21/06/2024,16:53:42,S,S,Bright,30,23,Scooter,True
Elm Avenue/Rabbit Road,21/06/2024,16:41:39,N,W,Bright,30,2,Car,False
Elm Avenue/Rabbit Road,21/06/2024,16:39:38,S,W,Bright,30,21,Motorcycle,False
Elm Avenue/Rabbit Road,21/06/2024,16:07:16,E,N,Bright,30,2,Car,False
Elm Avenue/Rabbit Road,21/06/2024,16:05:23,W,N,Bright,30,4,Bicycle,True
Hanley Highway/Westway,21/06/2024,16:50:50,SW,SE,Bright,20,24,Motorcycle,False
Hanley Highway/Westway,21/06/2024,16:54:45,SW,NW,Bright,20,16,Car,True
Hanley Highway/Westway,21/06/2024,16:51:51,NW,NW,Bright,20,8,Truck,False
Hanley Highway/Westway,21/06/2024,16:50:49,NE,SE,Bright,20,21,Car,False
Hanley Highway/Westway,21/06/2024,16:27:02,SW,SE,Bright,20,27,Van,False
Hanley Highway/Westway,21/06/2024,16:09:22,SE,SW,Bright,20,7,Buss,False
Hanley Highway/Westway,21/06/2024,16:24:50,SW,SW,Bright,20,2,Bicycle,False
Hanley Highway/Westway,21/06/2024,16:26:36,NW,SE,Bright,20,27,Car,False
Hanley Highway/Westway,21/06/2024,16:27:10,NW,NW,Bright,20,24,Bicycle,True
Hanley Highway/Westway,21/06/2024,16:21:13,NE,SE,Bright,20,18,Scooter,True
Hanley Highway/Westway,21/06/2024,16:45:05,NW,SE,Bright,20,26,Motorcycle,True
Hanley Highway/Westway,21/06/2024,16:05:40,SW,NW,Bright,20,13,Car,False
Hanley Highway/Westway,21/06/2024,16:28:16,NE,NE,Bright,20,1,Bicycle,False
Hanley Highway/Westway,21/06/2024,16:58:40,SW,SW,Bright,20,25,Van,False
Hanley Highway/Westway,21/06/2024,16:30:40,SW,NW,Bright,20,22,Bicycle,False
Hanley Highway/Westway,21/06/2024,16:58:08,SW,NW,Bright,20,3,Motorcycle,False
Hanley Highway/Westway,21/06/2024,16:28:06,NE,NE,Bright,20,10,Car,True
Hanley Highway/Westway,21/06/2024,16:10:55,SW,NW,Bright,20,6,Truck,False
Hanley Highway/Westway,21/06/2024,16:48:19,SW,SW,Bright,20,14,Truck,False
Hanley Highway/Westway,21/06/2024,16:44:21,SW,SW,Bright,20,11,Car,False
Hanley Highway/Westway,21/06/2024,16:03:14,SE,SE,Bright,20,13,Bicycle,True
Elm Avenue/Rabbit Road,21/06/2024,17:39:28,E,S,Bright,30,15,Truck,False
Elm Avenue/Rabbit Road,21/06/2024,17:54:47,S,E,Bright,30,11,Car,False
Elm Avenue/Rabbit Road,21/06/2024,17:42:01,N,E,Bright,30,16,Scooter,True
Elm Avenue/Rabbit Road,21/06/2024,17:23:31,E,N,Bright,30,33,Car,True
Elm Avenue/Rabbit Road,21/06/2024,17:50:58,W,S,Bright,30,11,Car,False
Elm Avenue/Rabbit Road,21/06/2024,17:55:42,S,W,Bright,30,3,Van,False
Elm Avenue/Rabbit Road,21/06/2024,17:11:15,S,S,Bright,30,20,Scooter,True
Elm Avenue/Rabbit Road,21/06/2024,17:46:52,E,S,Bright,30,24,Bicycle,True
Elm Avenue/Rabbit Road,21/06/2024,17:51:50,N,E,Bright,30,8,Buss,False
Elm Avenue/Rabbit Road,21/06/2024,17:30:36,E,N,Bright,30,9,Bicycle,False
Elm Avenue/Rabbit Road,21/06/2024,17:29:09,N,N,Bright,30,14,Bicycle,False
Elm Avenue/Rabbit Road,21/06/2024,17:44:24,W,S,Bright,30,26,Bicycle,True
Elm Avenue/Rabbit Road,21/06/2024,17:38:21,W,N,Bright,30,32,Truck,False
Elm Avenue/Rabbit Road,21/06/2024,17:22:15,E,S,Bright,30,15,Van,False
Elm Avenue/Rabbit Road,21/06/2024,17:53:06,E,N,Bright,30,2,Van,False
Elm Avenue/Rabbit Road,21/06/2024,17:28:07,N,W,Bright,30,28,Motorcycle,False
Elm Avenue/Rabbit Road,21/06/2024,17:42:51,E,S,Bright,30,4,Truck,False
Elm Avenue/Rabbit Road,21/06/2024,17:33:05,E,N,Bright,30,34,Van,True
Elm Avenue/Rabbit Road,21/06/2024,17:55:33,N,W,Bright,30,5,Motorcycle,False
Elm Avenue/Rabbit Road,21/06/2024,17:36:57,N,N,Bright,30,16,Car,False
Elm Avenue/Rabbit Road,21/06/2024,17:02:32,N,E,Bright,30,33,Motorcycle,True
Elm Avenue/Rabbit Road,21/06/2024,17:23:32,S,W,Bright,30,24,Car,False
Elm Avenue/Rabbit Road,21/06/2024,17:02:02,S,W,Bright,30,22,Truck,False
Elm Avenue/Rabbit Road,21/06/2024,17:27:53,W,W,Bright,30,9,Motorcycle,False
Elm Avenue/Rabbit Road,21/06/2024,17:20:41,W,W,Bright,30,21,Car,False
Elm Avenue/Rabbit Road,21/06/2024,17:04:41,W,W,Bright,30,11,Buss,False
Elm Avenue/Rabbit Road,21/06/2024,17:58:07,S,S,Bright,30,2,Buss,False
Elm Avenue/Rabbit Road,21/06/2024,17:33:59,E,N,Bright,30,18,Bicycle,True
Elm Avenue/Rabbit Road,21/06/2024,17:01:03,S,W,Bright,30,29,Van,True
